experiment,model,loss,lr,batch_size,scheduler,planned_epochs,actual_epochs,best_epoch,best_val_loss,best_disc_dice,best_cup_dice,best_mean_dice,best_disc_iou,best_cup_iou,last_epoch,last_val_loss,last_disc_dice,last_cup_dice,total_minutes,avg_seconds_per_epoch,has_curves,best_size_mb,last_size_mb,prediction_count
rfau_cnxt_large_ce,RFAU-CNxt-Large,CE,1e-4,12,Cosine,10,10,5,0.17372424498200417,0.8192524313926697,0.8621010184288025,0.8406767249107361,0.6951615214347839,0.7582383751869202,10,0.14334655955433845,0.8007014393806458,0.8298658728599548,6.87,41.22,True,891.25,891.5,400
rfau_cnxt_large_dice,RFAU-CNxt-Large,Dice,1e-4,12,Cosine,10,10,4,0.6706791317462921,0.8855794072151184,0.015180645510554314,0.45038002636283636,0.7948247194290161,0.007650335785001516,10,0.6143003368377685,0.8699038028717041,0.01852552779018879,6.863333333333333,41.18,True,891.0,891.5,400
rfau_cnxt_large_ce_dice,RFAU-CNxt-Large,CE+Dice+Topology,1e-4,12,Cosine,10,10,7,0.9569658815860749,0.8889098167419434,0.8748659491539001,0.8818878829479218,0.8003156185150146,0.778480589389801,10,0.9325901055335999,0.8734246492385864,0.8599480986595154,6.8405000000000005,41.043,True,891.25,891.5,400
